running_no;year;boxor;box;HEXP;egg_code;code_shift;eggmass;bs_final;bs_origin;individual;sex;mass0;mass2;mass5;mass8;mass11;mass12;mass14;tars14R;tarwho;pha_fin
161;2016;2016_N024;2016_N027;C;2016_E0300;0;1.19;8;5;ID00553;M;0.7;1.96;4.7;8.4;9.27;10.72;10.5;17.52;MEASURER2;0.696666667
162;2016;2016_N030;2016_N031;CORT;2016_E0314;0;1.45;7;6;ID00558;M;0.97;2.46;5.4;9;11.05;11.66;11.3;16.71;MEASURER2;0.806666667
163;2016;2016_N029;2016_N031;T4;2016_E0311;0;1.21;7;3;ID00557;M;0.91;2.19;4.9;8.7;10.2;10.74;10.5;16.67;MEASURER2;0.533333333
164;2016;2016_N007;2016_N030;C;2016_E0384;Y;1.36;9;6;ID00572;F;1.01;1.5;4.1;7.2;9.24;9.28;10;16.09;MEASURER2;0.72
165;2016;2016_N030;2016_N030;CORT;2016_E0381;0;1.36;9;6;ID00573;F;1;1.8;4.9;7.8;9.9;9.92;10.2;16.74;MEASURER2;0.7
166;2016;2016_N030;2016_N030;T4;2016_E0382;0;1.29;9;6;ID00574;UNK;;1.7;4.6;8.4;10.49;10.13;10.8;16.57;MEASURER2;0.776666667
167;2016;2016_N036;2016_N036;T4;2016_E0410;0;1.29;6;1;ID00576;F;0.91;3.8;7.4;10.2;;;11.5;16.84;MEASURER2;
168;2016;2016_N036;2016_N036;T4;2016_E0412;0;1.34;6;1;ID00575;F;0.94;1.5;4.2;7.4;;;10.1;15.5;MEASURER2;
169;2016;2016_N011;2016_N036;T4;2016_E0403;0;1.17;6;8;ID00578;M;0.8;1.7;4.8;8;;;12.1;17.45;MEASURER2;
170;2016;2016_N011;2016_N036;C;2016_E0405;0;1.25;6;8;ID00577;F;0.84;1.7;4.8;8.1;;;11.2;16.43;MEASURER2;
171;2016;2016_N004;2016_N005;CORT;2016_E0495;0;1.32;5;6;ID00587;M;0.97;1.8;5.6;8.7;11.12;10.73;11.3;16.91;MEASURER2;0.836666667
172;2016;2016_N005;2016_N005;CORT;2016_E0502;0;1.12;5;4;ID00591;M;0.72;1.3;4.3;7.4;9.83;9.93;10.6;16.71;MEASURER2;
173;2016;2016_N006;2016_N005;CORT;2016_E0497;0;1.31;5;8;ID00589;M;1.06;1.5;4.6;7.7;10.42;10.57;11.2;17.42;MEASURER2;0.876666667
174;2016;2016_N006;2016_N005;T4;2016_E0498;0;1.38;5;8;ID00590;M;1.01;2.5;6.4;9.5;11.17;10.84;11;17.03;MEASURER2;0.96
175;2016;2016_N006;2016_N005;C;2016_E0499;0;1.22;5;8;ID00588;F;0.9;2.2;5.9;8.8;11.27;10.75;11.2;16.31;MEASURER2;0.803333333
176;2016;2016_N001;2016_N002;CORT;2016_E0533;0;1.17;6;7;ID00597;M;0.84;2.5;5.6;9.8;;;11.9;16.86;MEASURER2;
177;2016;2016_N001;2016_N002;C;2016_E0534;0;1.21;6;7;ID00598;M;0.87;2.7;5.7;10.1;;;12.3;17.53;MEASURER2;
178;2016;2016_N003;2016_N002;CORT;2016_E0535;0;1.22;6;8;ID00599;F;0.85;2.2;5;8.7;;;10.9;16.67;MEASURER2;
179;2016;2016_N003;2016_N002;CORT;2016_E0537;0;1.18;6;8;ID00600;M;0.82;2.3;5.1;10.1;;;11.7;17.6;MEASURER2;
180;2016;2016_N002;2016_N002;CORT;2016_E0538;0;1.35;6;5;ID00602;F;1.01;1.2;3.5;7.7;;;11.7;17.18;MEASURER2;
181;2016;2016_N015;2016_N017;T4;2016_E0717;Y;1.16;12;6;ID00616;F;0.87;1.43;4;7;9.08;9.78;10.5;16.71;MEASURER2;0.803333333
182;2016;2016_N042;2016_N041;CORT;2016_E0829;0;1.31;7;2;ID00635;M;0.88;1.6;3.94;6.8;8.58;8.97;11;15.69;MEASURER2;0.423333333
183;2016;2016_N042;2016_N041;C;2016_E0830;0;1.29;7;2;ID00638;M;0.94;2.7;6.52;9.2;10.61;10.98;12.4;15.85;MEASURER2;0.776666667
184;2016;2016_N040;2016_N041;C;2016_E0836;0;1.08;7;3;ID00637;F;0.79;2.1;5.55;8.1;9.69;9.96;10.9;15.4;MEASURER2;0.623333333
185;2016;2016_N041;2016_N041;T4;2016_E0831;0;1.02;7;5;ID00634;UNK;0.77;2.8;4.83;6.8;8.16;8.14;9.9;14.61;MEASURER2;0.46
186;2016;2016_N041;2016_N041;CORT;2016_E0832;0;0.96;7;5;ID00636;F;0.74;1.9;4.76;7.4;8.3;9.22;10.4;14.6;MEASURER2;0.593333333
187;2016;2016_N043;2016_N039;T4;2016_E0851;0;1.11;8;3;ID00642;F;0.69;2.2;5.16;8.4;10.12;10.44;11.3;15.34;MEASURER2;0.496666667
188;2016;2016_N043;2016_N039;CORT;2016_E0852;0;1.21;8;3;ID00647;F;0.9;1.7;4.35;7.5;9.66;9.78;11.1;16;MEASURER2;0.846666667
189;2016;2016_N043;2016_N039;C;2016_E0853;0;1.16;8;3;ID00645;F;0.83;2.4;3.78;8.8;10.81;10.32;12.1;15.8;MEASURER2;0.653333333
190;2016;2016_N044;2016_N039;T4;2016_E0845;0;1.03;8;2;ID00646;M;0.73;1.7;4.75;8;10.34;10.68;11.7;15.65;MEASURER2;0.703333333
191;2016;2016_N044;2016_N039;C;2016_E0847;0;1.11;8;2;ID00643;M;0.79;1.9;4.36;7.8;9.98;10.38;11.7;16.34;MEASURER2;0.563333333
192;2016;2016_N039;2016_N039;CORT;2016_E0849;0;1.07;8;5;ID00641;M;0.8;1.9;4.49;8.2;10.35;10.88;11.9;16.58;MEASURER2;0.513333333
193;2016;2016_N039;2016_N039;C;2016_E0850;0;1.06;8;5;ID00644;F;0.76;1.7;4.49;7.1;9.21;9.42;10.8;16.05;MEASURER2;0.55
194;2016;2016_N018;2016_N019;T4;2016_E0908;0;1.13;6;8;ID00652;M;0.82;1.73;4.75;8;10.68;10.98;11.6;16.5;MEASURER2;0.83
195;2016;2016_N018;2016_N019;CORT;2016_E0909;0;1.11;6;8;ID00649;F;0.79;1.7;4.18;7.1;9.24;9.25;9.9;15.56;MEASURER2;0.66
196;2016;2016_N018;2016_N019;C;2016_E0910;0;1.14;6;8;ID00650;M;0.78;1.69;3.92;7.4;9.99;9.99;11.1;16.03;MEASURER2;0.766666667
197;2016;2016_N019;2016_N019;T4;2016_E0905;0;1.26;6;9;ID00651;F;0.9;1.8;4.49;8.2;10.29;10.62;11.6;15.83;MEASURER2;0.876666667
198;2016;2016_N019;2016_N019;C;2016_E0907;0;1.35;6;9;ID00648;M;0.98;2.03;5.17;9;11.35;11.71;12.3;16.33;MEASURER2;0.41
199;2016;2016_N020;2016_N045;T4;2016_E0940;0;1.11;4;6;ID00654;M;0.77;2.1;4.99;8.9;10.39;10.27;11;16.12;MEASURER2;0.67
200;2016;2016_N020;2016_N045;C;2016_E0942;0;1.07;4;6;ID00653;F;0.77;2.23;5.34;8.7;10.52;10.45;11.3;15.8;MEASURER2;0.55
201;2016;2016_N021;2016_N045;CORT;2016_E0938;0;1.15;4;5;ID00656;M;0.71;1.98;4.89;8.8;10.83;11.23;11.9;15.74;MEASURER2;0.9
202;2016;2016_N045;2016_N045;T4;2016_E0934;0;1.12;4;1;ID00655;M;0.91;2.07;5.09;8.8;11;11.08;12;15.28;MEASURER2;0.74
203;2016;2016_N048;2016_N046;C;2016_E1015;0;1.19;9;3;ID00659;M;0.85;1.75;;8.4;11.1;11.37;12;17.06;MEASURER2;0.763333333
204;2016;2016_N046;2016_N046;T4;2016_E1021;0;1.16;9;4;ID00657;F;0.84;2.32;;9.2;11.55;11.62;11.8;16.98;MEASURER2;0.52
205;2016;2016_N046;2016_N046;CORT;2016_E1023;0;1.13;9;4;ID00660;F;0.87;2.2;;9.2;11.96;;11.8;16.92;MEASURER2;0.726666667
206;2016;2016_N046;2016_N046;C;2016_E1024;0;1.17;9;4;ID00661;M;0.84;1.97;;8.6;10.78;11.77;12.2;17.07;MEASURER2;0.906666667
207;2016;2016_N047;2016_N046;CORT;2016_E1019;0;1.18;9;2;ID00658;F;0.79;1.43;;7.5;9.9;9.54;10.7;17.19;MEASURER2;0.61
208;2016;2016_N049;2016_N050;C;2016_E1165;0;1.17;10;4;ID00688;M;0.77;1.95;5.19;8.6;10.93;11.42;11.4;17.35;MEASURER2;0.47
209;2016;2016_N050;2016_N050;T4;2016_E1166;0;1.27;10;4;ID00687;UNK;0.85;1.38;4.28;7.4;9.32;10.29;10.5;16.3;MEASURER2;0.433333333
210;2016;2016_N050;2016_N050;CORT;2016_E1167;0;1.23;10;4;ID00690;UNK;0.91;0.95;6.86;10.4;12.3;13.22;12.9;17.41;MEASURER2;0.73
211;2016;2016_N050;2016_N050;CORT;2016_E1169;0;1.23;10;4;ID00689;UNK;0.87;1.46;4.36;8.2;10.04;10.97;11.4;16.38;MEASURER2;0.633333333
212;2016;2016_N054;2016_N050;C;2016_E1161;Y;1.19;10;5;ID00691;UNK;0.86;1.52;3.92;7.8;10.27;11.71;12.3;16.89;MEASURER2;0.723333333
213;2016;2016_N023;2016_N052;CORT;2016_E1298;0;1.1;7;4;ID00704;M;0.82;1.42;4.7;7.8;10.01;10.13;10.5;16.95;MEASURER2;0.716666667
214;2016;2016_N053;2016_N052;T4;2016_E1299;0;0.99;7;5;ID00706;M;0.72;1.57;3.9;7.2;10.76;11.06;10.9;16.82;MEASURER2;0.863333333
215;2016;2016_N053;2016_N052;CORT;2016_E1300;0;1.08;7;5;ID00705;F;0.7;;4.6;7.3;9.85;10.41;10.5;16.77;MEASURER2;0.746666667
216;2016;2016_N051;2016_N052;T4;2016_E1302;0;1.24;7;7;ID00707;F;0.93;1.91;5.4;8.4;10.7;10.94;11.4;17.1;MEASURER2;0.913333333
217;2016;2016_N051;2016_N052;C;2016_E1304;0;1.43;7;7;ID00703;M;1.08;2.34;5.9;9.3;11.35;12.3;11.9;18.06;MEASURER2;0.706666667
218;2016;2016_N037;2016_N038;T4;2016_E1375;0;1.21;6;3;ID00724;M;0.83;2.15;6.5;10.1;12.14;12.17;12.1;17.02;MEASURER2;0.61
219;2016;2016_N038;2016_N038;T4;2016_E1378;0;1.17;6;8;ID00725;F;0.85;2.24;5.8;8.9;11.8;10.27;10.9;15.35;MEASURER2;0.493333333
220;2016;2016_N038;2016_N038;CORT;2016_E1379;0;1.15;6;8;ID00723;F;0.85;1.9;5.4;8.5;10.79;10.71;11.4;15.22;MEASURER2;0.513333333
221;2016;2016_N038;2016_N038;C;2016_E1381;0;1.17;6;8;ID00727;F;0.87;2.05;5.9;8.7;11.1;10.74;11.3;14.18;MEASURER2;0.833333333
222;2016;2016_N038;2016_N038;C;2016_E1380;Y;1.16;6;8;ID00726;F;0.86;1.34;4.4;7.1;10.02;9.91;10.6;14.45;MEASURER2;0.676666667
223;2016;2016_N028;2016_N038;CORT;2016_E1385;0;1.22;6;4;ID00728;F;0.78;1.43;4.4;7.6;10.45;10.7;11.7;15.81;MEASURER2;
224;2015;2015_N001;2015_N001;CORT;2015_E0065;0;1.05;4;5;ID00169;M;0.77;1.8;5;7.8;10.8;10.6;10.46;17.26;MEASURER3;0.62
225;2015;2015_N003;2015_N001;T4;2015_E0061;0;1.08;4;5;ID00171;M;0.75;1.8;5.4;8.1;10.3;10.4;10.32;16.6;MEASURER3;0.7
226;2015;2015_N002;2015_N001;C;2015_E0062;0;1.15;4;7;ID00170;F;0.77;2.1;5.8;9.22;11.9;12.3;11.81;17.8;MEASURER3;0.656666667
227;2015;2015_N006;2015_N006;C;2015_E0071;0;1.23;9;7;ID00180;F;0.91;1.7;4.9;7.2;9.7;10.7;10.89;15.8;MEASURER3;0.606666667
228;2015;2015_N006;2015_N006;CORT;2015_E0072;0;1.25;9;7;ID00177;F;0.9;1.9;5.4;7.5;10;10.1;10.44;16.48;MEASURER3;0.416666667
229;2015;2015_N006;2015_N006;T4;2015_E0073;0;1.27;9;7;ID00175;F;0.97;1.7;4.8;7;9.3;10;10.9;16.25;MEASURER3;0.343333333
230;2015;2015_N005;2015_N006;C;2015_E0074;0;1.12;9;9;ID00174;M;0.84;1.1;2.8;5.1;7.2;8;9.1;15.45;MEASURER3;0.33
231;2015;2015_N005;2015_N006;CORT;2015_E0075;0;1.22;9;9;ID00178;F;0.84;1.2;3.6;6.3;8.7;9.7;10.42;15.84;MEASURER3;0.43
232;2015;2015_N005;2015_N006;T4;2015_E0076;0;1.14;9;9;ID00179;M;0.85;1.3;3.6;6;8.4;9.7;10.49;15.63;MEASURER3;0.35
233;2015;2015_N004;2015_N006;C;2015_E0068;0;1.34;9;8;ID00176;M;1.02;2.1;5.3;8.1;10.1;11;11.26;15.99;MEASURER3;0.336666667
234;2015;2015_N004;2015_N006;CORT;2015_E0069;0;1.4;9;8;ID00172;F;1.05;1.8;4.8;7.3;9.8;10.5;10.76;15.85;MEASURER3;0.256666667
235;2015;2015_N004;2015_N006;T4;2015_E0070;0;1.44;9;8;ID00173;F;0.95;1.7;4.6;7.4;9.6;10.1;10.52;15.71;MEASURER3;0.31
236;2015;2015_N007;2015_N007;C;2015_E0077;0;1.11;6;6;ID00181;M;0.79;1.6;4.23;8.13;10.7;10.4;10.55;16.13;MEASURER3;0.353333333
237;2015;2015_N007;2015_N007;CORT;2015_E0078;0;1.27;6;6;ID00183;F;0.83;2.7;5.92;9.73;11.3;11.3;11.08;16.38;MEASURER3;0.343333333
238;2015;2015_N008;2015_N007;C;2015_E0080;0;1;6;6;ID00184;F;0.72;1.6;4.61;8.03;10.1;10.4;10.17;16.12;MEASURER3;0.393333333
239;2015;2015_N008;2015_N007;T4;2015_E0082;0;1.13;6;6;ID00182;M;0.81;2.2;5.66;9.7;11.6;11.7;11.3;17.1;MEASURER3;0.35
240;2015;2015_N009;2015_N007;C;2015_E0083;0;1.27;6;6;ID00185;F;0.94;2.1;5.41;8.77;10.7;10.4;10.32;15.5;MEASURER3;0.383333333
241;2015;2015_N009;2015_N007;CORT;2015_E0084;0;1.27;6;6;ID00186;F;0.9;2.2;5.69;9.66;10.5;10.9;10.78;16.17;MEASURER3;0.543333333
242;2015;2015_N007;2015_N008;CORT;2015_E0118;0;1.08;6;6;ID00195;M;0.78;2.09;4.59;8.5;10.4;10.9;10.35;16.41;MEASURER3;0.473333333
243;2015;2015_N008;2015_N008;T4;2015_E0122;0;1.07;6;6;ID00193;F;0.8;1.86;4.99;8.9;10.5;10.5;10.76;16.31;MEASURER3;0.38
244;2015;2015_N009;2015_N008;C;2015_E0123;0;1.27;6;6;ID00194;F;0.94;1.46;4.13;7.9;9.8;10.1;10.29;15.88;MEASURER3;0.456666667
245;2015;2015_N013;2015_N013;C;2015_E0167;0;1.21;6;8;ID00202;F;0.89;2.1;4.43;7.7;10.2;10.3;10.47;16.87;MEASURER3;0.55
246;2015;2015_N013;2015_N013;CORT;2015_E0168;0;1.1;6;8;ID00200;M;0.83;2.19;4.6;7.9;10.2;10.5;10.53;16.69;MEASURER3;0.476666667
247;2015;2015_N013;2015_N013;T4;2015_E0169;0;1.11;6;8;ID00199;UNK;0.75;2.21;4.7;8;11.2;11.3;11.47;17.26;MEASURER3;0.413333333
248;2015;2015_N015;2015_N013;C;2015_E0162;0;1.13;6;7;ID00204;M;0.7;0.91;2.6;5.6;8.1;8.9;10.4;16.08;MEASURER3;0.55
249;2015;2015_N015;2015_N013;CORT;2015_E0163;0;1.05;6;7;ID00203;F;0.8;1.15;2.8;5.8;8.9;9.6;9.98;16.2;MEASURER3;0.52
250;2015;2015_N014;2015_N013;T4;2015_E0166;0;1.37;6;5;ID00201;M;0.97;1.9;4.45;7.9;10.8;11.3;11.13;17.54;MEASURER3;0.503333333
251;2015;2015_N010;2015_N012;T4;2015_E0175;0;1.16;4;6;ID00205;M;0.84;1.73;4.7;8.1;11.1;11;11.13;16.3;MEASURER3;0.306666667
252;2015;2015_N012;2015_N012;CORT;2015_E0171;0;1.22;4;4;ID00206;F;0.78;2.73;5.8;9;11.3;11.3;11.4;17.29;MEASURER3;0.54
253;2015;2015_N011;2015_N012;T4;2015_E0178;0;1.15;4;6;ID00207;M;0.83;2.07;4.8;8;11.1;11.3;11.32;17.03;MEASURER3;0.6
254;2015;2015_N018;2015_N018;CORT;2015_E0201;0;1.26;10;9;ID00209;F;0.9;1.28;3.01;4.96;6.5;7.8;7.35;16.01;MEASURER3;0.496666667
255;2015;2015_N018;2015_N018;C;2015_E0204;0;1.18;10;9;ID00214;F;0.74;2.24;4.8;8.18;9.7;10.7;10.81;16.65;MEASURER3;0.736666667
256;2015;2015_N018;2015_N018;T4;2015_E0206;0;1.34;10;9;ID00212;F;0.9;2.15;4.68;7.99;10;10.5;10.36;17.18;MEASURER3;0.61
257;2015;2015_N019;2015_N018;C;2015_E0207;0;1.17;10;8;ID00210;F;0.8;1.67;3.96;6.69;9;9.6;9.68;15.65;MEASURER3;0.576666667
258;2015;2015_N019;2015_N018;CORT;2015_E0208;0;1.15;10;8;ID00211;M;0.83;3.31;3.31;9.25;10.7;11.3;10.84;16.71;MEASURER3;0.61
259;2015;2015_N019;2015_N018;T4;2015_E0209;0;1.15;10;8;ID00213;M;0.89;2.91;5.7;9.78;11.2;11.3;11.37;16.87;MEASURER3;0.596666667
260;2015;2015_N017;2015_N018;CORT;2015_E0199;0;1.09;10;6;ID00208;M;0.78;1.43;3.54;6.59;8.1;9.2;9.63;16.65;MEASURER3;0.53
261;2015;2015_N022;2015_N022;T4;2015_E0221;0;1.07;8;7;ID00219;M;0.78;1.5;3.2;7.8;9.7;10.2;10.22;16.91;MEASURER3;0.346666667
262;2015;2015_N022;2015_N022;CORT;2015_E0223;0;1.15;8;7;ID00220;M;0.71;1.6;3.6;9;9.3;10;10.28;16.54;MEASURER3;0.433333333
263;2015;2015_N022;2015_N022;T4;2015_E0224;0;1.15;8;7;ID00223;F;0.81;1.9;4.8;7.8;10.2;10.6;10.59;16.71;MEASURER3;0.596666667
264;2015;2015_N020;2015_N022;C;2015_E0225;0;1.16;8;7;ID00222;M;0.77;2.3;5.6;8.5;11.9;11.9;11.6;16.81;MEASURER3;0.536666667
265;2015;2015_N020;2015_N022;CORT;2015_E0226;0;1.07;8;7;ID00217;F;0.75;2.5;5.5;8.7;10.2;10.8;10.82;16.24;MEASURER3;0.266666667
266;2015;2015_N021;2015_N022;C;2015_E0218;0;1.03;8;9;ID00218;F;0.68;1.6;4.4;7.3;9.6;9.5;9.3;15.83;MEASURER3;0.31
267;2015;2015_N021;2015_N022;T4;2015_E0220;0;1.01;8;9;ID00221;F;0.66;1.8;4.8;7.9;9.7;10.1;10.38;16.45;MEASURER3;0.44
268;2015;2015_N022;2015_N020;C;2015_E0230;0;1.16;7;7;ID00229;M;0.8;2.1;6.2;8.3;10.4;10.7;11.72;16.44;MEASURER3;0.44
269;2015;2015_N022;2015_N020;T4;2015_E0232;0;1.09;7;7;ID00226;M;0.74;2;4.9;8.3;10.6;10.5;11.67;16.65;MEASURER3;0.363333333
270;2015;2015_N020;2015_N020;C;2015_E0233;0;1.13;7;7;ID00231;M;0.72;2.6;6.1;8.9;10.9;11.5;12.69;17.08;MEASURER3;0.76
271;2015;2015_N020;2015_N020;T4;2015_E0234;0;0.99;7;7;ID00230;F;0.75;2.7;5.9;8.4;10.1;10.4;11.16;15.72;MEASURER3;0.47
272;2015;2015_N021;2015_N020;C;2015_E0227;0;1.1;7;9;ID00225;F;0.74;1.9;4.9;7.7;9.4;9.6;10.79;16.64;MEASURER3;0.28
273;2015;2015_N021;2015_N020;CORT;2015_E0228;0;1.05;7;9;ID00228;F;0.69;2.1;5;7.9;9.6;9.6;10.71;16.18;MEASURER3;0.433333333
274;2015;2015_N021;2015_N020;T4;2015_E0229;0;1.08;7;9;ID00227;M;0.71;2.1;5.1;8;10.5;10.8;11.48;16.65;MEASURER3;0.363333333
275;2015;2015_N006;2015_N005;C;2015_E0396;0;1.25;6;7;ID00240;F;0.9;1.5;6.1;8.5;8.9;9.2;9.85;16.29;MEASURER3;0.26
276;2015;2015_N005;2015_N005;C;2015_E0400;0;1.2;6;9;ID00239;F;0.83;1.7;4.7;7.7;8.8;8.9;10.11;15.27;MEASURER3;0.19
277;2015;2015_N004;2015_N005;C;2015_E0393;0;1.29;6;8;ID00241;UNK;0.94;2.4;6;8.4;9.1;9.4;10.47;15.4;MEASURER3;0.316666667
278;2015;2015_N004;2015_N005;T4;2015_E0395;0;1.31;6;8;ID00242;M;0.94;2.4;5.5;8.7;9.4;9.8;10.6;15.63;MEASURER3;0.3
279;2015;2015_N012;2015_N011;T4;2015_E0439;0;1.25;3;4;ID00247;M;;2.8;6.2;9.5;12;12.4;12.33;17.09;MEASURER3;0.623333333
280;2015;2015_N011;2015_N011;CORT;2015_E0443;0;1.27;3;6;ID00245;F;0.93;1.5;4.41;7.7;10.5;11.3;11.39;17.19;MEASURER3;0.513333333
281;2015;2015_N011;2015_N011;T4;2015_E0446;0;1.14;3;6;ID00246;UNK;0.8;1.8;4.86;7.91;10.8;11.3;11.61;16.71;MEASURER3;0.566666667
282;2015;2015_N024;2015_N024;CORT;2015_E0461;0;1.18;3;3;ID00249;UNK;0.87;2.4;5.8;9;11.5;11.9;11.22;16.69;MEASURER3;0.436666667
283;2015;2015_N024;2015_N024;T4;2015_E0462;0;1.17;3;3;ID00250;F;0.85;2.2;5.2;8.1;10.7;11.2;10.56;16.2;MEASURER3;0.606666667
284;2015;2015_N023;2015_N024;CORT;2015_E0464;0;1.11;3;1;ID00248;F;0.8;1.9;5.1;8.4;10.8;11.5;11.05;16.08;MEASURER3;0.413333333
285;2015;2015_N026;2015_N026;T4;2015_E0474;0;1.06;6;1;ID00252;F;0.65;1.9;4.8;7.6;10.1;9.9;10.81;16.45;MEASURER3;0.413333333
286;2015;2015_N027;2015_N026;C;2015_E0466;0;1.22;6;10;ID00253;F;0.83;2;4.6;7.8;10.1;9.6;10.41;17.05;MEASURER3;0.536666667
287;2015;2015_N027;2015_N026;CORT;2015_E0467;0;1.15;6;10;ID00255;M;0.81;2.2;5.4;8.8;11;11.1;11.53;17.4;MEASURER3;0.643333333
288;2015;2015_N027;2015_N026;T4;2015_E0468;0;1.21;6;10;ID00254;F;0.77;2.3;5.4;8.5;10.8;10.8;11.25;16.64;MEASURER3;0.646666667
289;2015;2015_N025;2015_N026;C;2015_E0469;0;1.14;6;6;ID00256;M;0.83;2.6;5.8;9.5;11.6;11.6;11.81;17.56;MEASURER3;0.77
290;2015;2015_N025;2015_N026;CORT;2015_E0470;0;1.14;6;6;ID00251;F;0.71;1.9;4.7;7.7;9.6;9.5;10.24;16.03;MEASURER3;0.433333333
291;2015;2015_N030;2015_N030;C;2015_E0491;0;1.31;7;7;ID00261;M;0.99;1.8;4.83;8.1;10.4;11.6;11.55;16.67;MEASURER3;0.46
292;2015;2015_N030;2015_N030;CORT;2015_E0492;0;1.31;7;7;ID00262;M;0.94;1.4;3.84;9.1;9.9;10.7;11.09;16.88;MEASURER3;0.696666667
293;2015;2015_N030;2015_N030;T4;2015_E0493;0;1.27;7;7;ID00263;M;0.92;1.6;4.28;7.5;9.6;10.7;10.94;16.41;MEASURER3;0.893333333
294;2015;2015_N029;2015_N030;C;2015_E0488;0;1.11;7;7;ID00258;M;0.78;1.1;2.68;4.7;7.8;8.8;9.79;15.5;MEASURER3;0.41
295;2015;2015_N028;2015_N030;C;2015_E0485;0;1.38;7;9;ID00257;F;1.02;1.6;4.34;7;9.5;10.4;10.95;15.66;MEASURER3;0.233333333
296;2015;2015_N028;2015_N030;CORT;2015_E0486;0;1.35;7;9;ID00260;F;0.89;1.5;3.9;6.8;9.8;10.2;11.19;15.15;MEASURER3;0.486666667
297;2015;2015_N028;2015_N030;T4;2015_E0487;0;1.35;7;9;ID00259;M;1.05;1.7;4.3;7.3;10.1;11;11.57;16.47;MEASURER3;0.416666667
298;2015;2015_N031;2015_N031;C;2015_E0509;0;1.11;2;2;ID00264;M;0.8;3;6.3;9.49;12.6;12.8;11.66;17.33;MEASURER3;0.656666667
299;2015;2015_N032;2015_N031;CORT;2015_E0513;0;1.28;2;5;ID00265;M;0.92;2.8;5.6;9.02;11.8;11.8;11.09;17.06;MEASURER3;0.646666667
300;2015;2015_N007;2015_N009;C;2015_E0514;0;1.16;6;6;ID00266;F;0.76;2;4.7;7.97;9.9;10.5;9.86;16.71;MEASURER3;0.346666667
301;2015;2015_N007;2015_N009;CORT;2015_E0515;0;1.14;6;6;ID00268;M;0.86;2;5;8.9;11.6;12;11.62;16.73;MEASURER3;0.55
302;2015;2015_N008;2015_N009;C;2015_E0517;0;1.03;6;6;ID00267;F;0.77;1.5;4.9;7.77;10.1;10.5;10.3;15.53;MEASURER3;0.383333333
303;2015;2015_N009;2015_N009;T4;2015_E0522;0;1.26;6;6;ID00269;M;0.88;1.8;4.8;8.83;10.7;11.4;11.25;16.26;MEASURER3;0.683333333
304;2015;2015_N034;2015_N034;C;2015_E0556;0;1.21;8;9;ID00275;M;0.96;2.6;4.5;6.6;8.6;9.1;11;16.81;MEASURER3;0.393333333
305;2015;2015_N034;2015_N034;CORT;2015_E0557;0;1.17;8;9;ID00276;F;0.92;2.1;4.3;6.8;8.3;8.8;10;16.04;MEASURER3;0.44
306;2015;2015_N034;2015_N034;T4;2015_E0558;0;1.19;8;9;ID00274;F;0.89;2.5;4.6;6.6;8.3;8.6;10.6;16.4;MEASURER3;0.393333333
307;2015;2015_N033;2015_N034;C;2015_E0550;0;1.28;8;9;ID00272;F;0.95;2.1;4;6.7;8.3;8.7;10.5;16.41;MEASURER3;0.223333333
308;2015;2015_N033;2015_N034;CORT;2015_E0551;0;1.22;8;9;ID00273;F;0.92;1.7;2.7;4.6;6;6.5;8.9;15.8;MEASURER3;0.286666667
309;2015;2015_N033;2015_N034;T4;2015_E0552;0;1.19;8;9;ID00277;UNK;0.87;1.8;3.5;6.2;8.1;8.8;10.6;16.9;MEASURER3;0.46
310;2015;2015_N006;2015_N004;CORT;2015_E0563;0;1.27;6;7;ID00283;F;0.94;2.4;5.1;8.7;10.3;10.8;10.9;16.25;MEASURER3;0.406666667
311;2015;2015_N006;2015_N004;T4;2015_E0564;0;1.28;6;7;ID00284;M;0.95;2.7;5.6;9.3;11.3;11.3;11.6;16.8;MEASURER3;0.41
312;2015;2015_N005;2015_N004;T4;2015_E0567;0;1.12;6;9;ID00281;M;0.83;1.4;3.1;6.1;8.9;9.9;11;15.94;MEASURER3;0.27
313;2015;2015_N004;2015_N004;CORT;2015_E0560;0;1.34;6;8;ID00280;F;1.02;2.4;4.8;7.8;9.7;10.7;10;16.3;MEASURER3;0.24
314;2015;2015_N004;2015_N004;T4;2015_E0561;0;1.35;6;8;ID00282;M;;1.9;4.2;8.9;9;9.5;10.3;15.98;MEASURER3;0.35
315;2015;2015_N036;2015_N036;T4;2015_E0595;Y;1.27;5;6;ID00285;M;;0.9;2.71;6.03;10.2;11.1;12.19;15.98;MEASURER3;0.623333333
316;2015;2015_N001;2015_N002;CORT;2015_E0613;0;1.14;6;5;ID00290;F;0.78;2.1;5;8.35;10.8;11;10.7;16.62;MEASURER3;0.54
317;2015;2015_N002;2015_N002;T4;2015_E0610;0;1.27;6;7;ID00289;M;0.92;1.63;5.3;8.1;11.6;11.9;12.56;17.03;MEASURER3;0.44
318;2015;2015_N002;2015_N002;C;2015_E0611;0;1.09;6;7;ID00288;M;0.77;1.9;5.16;8.95;11.8;12.2;12.29;16.72;MEASURER3;0.396666667
319;2015;2015_N002;2015_N002;CORT;2015_E0612;0;1.09;6;7;ID00287;M;0.7;1.8;4.7;8.15;10.7;11.1;10.98;16.75;MEASURER3;0.38
320;2015;2015_N024;2015_N037;CORT;2015_E0621;0;1.11;3;3;ID00293;M;0.8;2.2;4.8;10.02;11.9;12.6;11.9;16.51;MEASURER3;0.73
